title,authors,year,venue,abstract_or_snippet,pub_url,eprint_url,num_citations,citedby_url,Cleaned Title,Original Abstract,Abstract DOI,Abstract Source,Abstract Match Score,Abstract Status,Abstract Error
Evaluating the architecture of large language model-based agents,Q Lu; D Zhao; Y Liu; H Zhang; L Zhu; X Xu,2024.0,Available at SSRN …,when it comes to evaluating the agent architecture due to their  agents because the primary  purpose of using agents is that their users only need to provide high-level goals. The agents,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5017297,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5017297,3,"/scholar?cites=11262804009514898790&as_sdt=5,33&sciodt=0,33&hl=en",Evaluating the architecture of large language model-based agents,,,,,skipped,query_arxiv: HTTPError: 429 Client Error: Unknown Error for url: https://export.arxiv.org/api/query?search_query=ti%3A%22Evaluating+the+architecture+of+large+language+model-based+agents%22&start=0&max_results=5
Legalgpt: Legal chain of thought for the legal large language model multi-agent framework,J Shi; Q Guo; Y Liao; S Liang,2024.0,International Conference on Intelligent …,"Language model and the Chinese law large language model. The Chinese base large  language model  [42]; the Chinese legal large language model comprises LexiLaw [43], LawGPT-",https://link.springer.com/chapter/10.1007/978-981-97-5678-0_3,http://dspace.ustc.edu.cn/wp-content/uploads/2025/11/LegalGPT.pdf,26,"/scholar?cites=5999560449436852712&as_sdt=5,33&sciodt=0,33&hl=en",Legalgpt: Legal chain of thought for the legal large language model multi-agent framework,,,,,skipped,query_arxiv: HTTPError: 429 Client Error: Unknown Error for url: https://export.arxiv.org/api/query?search_query=ti%3A%22Legalgpt%3A+Legal+chain+of+thought+for+the+legal+large+language+model+multi-agent+framework%22&start=0&max_results=5
Mobile-bench: An evaluation benchmark for llm-based mobile agents,S Deng; W Xu; H Sun; W Liu; T Tan,2024.0,Proceedings of the …,"You are a large language model agent stored on a mobile phone, below I will provide you  with a task, the environment of the current mobile phone interface(Apps information). Please",https://aclanthology.org/2024.acl-long.478/,https://aclanthology.org/2024.acl-long.478.pdf,70,"/scholar?cites=9879217706727691006&as_sdt=5,33&sciodt=0,33&hl=en",Mobile-bench: An evaluation benchmark for llm-based mobile agents,"Shihan Deng, Weikai Xu, Hongda Sun, Wei Liu, Tao Tan, Jianfeng Liu, Ang Li, Jian Luan, Bin Wang, Rui Yan, Shuo Shang. Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers). 2024.",https://doi.org/10.18653/v1/2024.acl-long.478,OpenAlex,1.0,found,
Towards action hijacking of large language model-based agent,Y Zhang; K Chen; J Gao; R Cui; R Wang,2024.0,arXiv preprint arXiv …,"knowledge, guiding the target LLM in assembling the knowledge  LLM-based application  domains to validate its effectiveness: code generator, medical assistants and Text2SQL agents.",https://arxiv.org/abs/2412.10807,https://arxiv.org/pdf/2412.10807,19,"/scholar?cites=2718448726371841330&as_sdt=5,33&sciodt=0,33&hl=en",Towards action hijacking of large language model-based agent,"Recently, applications powered by Large Language Models (LLMs) have made significant strides in tackling complex tasks. By harnessing the advanced reasoning capabilities and extensive knowledge embedded in LLMs, these applications can generate detailed action plans that are subsequently executed by external tools. Furthermore, the integration of retrieval-augmented generation (RAG) enhances performance by incorporating up-to-date, domain-specific knowledge into the planning and execution processes. This approach has seen widespread adoption across various sectors, including healthcare, finance, and software development. Meanwhile, there are also growing concerns regarding the security of LLM-based applications. Researchers have disclosed various attacks, represented by jailbreak and prompt injection, to hijack the output actions of these applications. Existing attacks mainly focus on crafting semantically harmful prompts, and their validity could diminish when security filters are employed. In this paper, we introduce AI$\mathbf{^2}$, a novel attack to manipulate the action plans of LLM-based applications. Different from existing solutions, the innovation of AI$\mathbf{^2}$ lies in leveraging the knowledge from the application's database to facilitate the construction of malicious but semantically-harmless prompts. To this end, it first collects action-aware knowledge from the victim application. Based on such knowledge, the attacker can generate misleading input, which can mislead the LLM to generate harmful action plans, while bypassing possible detection mechanisms easily. Our evaluations on three real-world applications demonstrate the effectiveness of AI$\mathbf{^2}$: it achieves an average attack success rate of 84.30\% with the best of 99.70\%. Besides, it gets an average bypass rate of 92.7\% against common safety filters and 59.45\% against dedicated defense.",https://doi.org/10.48550/arxiv.2412.10807,OpenAlex,1.0,found,
Demonagent: Dynamically encrypted multi-backdoor implantation attack on llm-based agent,P Zhu; Z Zhou; Y Zhang; S Yan; K Wang,2025.0,arXiv preprint arXiv …,"LLM-based agents  agents. However, traditional backdoor attacks are often detectable by  safety audits that analyze the reasoning process of agents, hindering further progress in agent",https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.157.pdf,https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.157.pdf,18,"/scholar?cites=12812358845767902297&as_sdt=5,33&sciodt=0,33&hl=en",Demonagent: Dynamically encrypted multi-backdoor implantation attack on llm-based agent,"As LLM-based agents become increasingly prevalent, backdoors can be implanted into agents through user queries or environment feedback, raising critical concerns regarding safety vulnerabilities. However, backdoor attacks are typically detectable by safety audits that analyze the reasoning process of agents. To this end, we propose a novel backdoor implantation strategy called \textbf{Dynamically Encrypted Multi-Backdoor Implantation Attack}. Specifically, we introduce dynamic encryption, which maps the backdoor into benign content, effectively circumventing safety audits. To enhance stealthiness, we further decompose the backdoor into multiple sub-backdoor fragments. Based on these advancements, backdoors are allowed to bypass safety audits significantly. Additionally, we present AgentBackdoorEval, a dataset designed for the comprehensive evaluation of agent backdoor attacks. Experimental results across multiple datasets demonstrate that our method achieves an attack success rate nearing 100\% while maintaining a detection rate of 0\%, illustrating its effectiveness in evading safety audits. Our findings highlight the limitations of existing safety mechanisms in detecting advanced attacks, underscoring the urgent need for more robust defenses against backdoor threats. Code and data are available at https://github.com/whfeLingYu/DemonAgent.",https://doi.org/10.48550/arxiv.2502.12575,OpenAlex,1.0,found,
Adaptive in-conversation team building for language model agents,L Song; J Liu; J Zhang; S Zhang; A Luo; S Wang,2024.0,arXiv preprint arXiv …,"of multiple agents for  LLM agents to solve it effectively? Our new adaptive team-building  paradigm offers a flexible solution, realized through a novel agent design named Captain Agent",https://arxiv.org/abs/2405.19425,https://arxiv.org/pdf/2405.19425?,35,"/scholar?cites=8766473121967256525&as_sdt=5,33&sciodt=0,33&hl=en",Adaptive in-conversation team building for language model agents,"Leveraging multiple large language model (LLM) agents has shown to be a promising approach for tackling complex tasks, while the effective design of multiple agents for a particular application remains an art. It is thus intriguing to answer a critical question: Given a task, how can we build a team of LLM agents to solve it effectively? Our new adaptive team-building paradigm offers a flexible solution, realized through a novel agent design named Captain Agent. It dynamically forms and manages teams for each step of a task-solving process, utilizing nested group conversations and reflection to ensure diverse expertise and prevent stereotypical outputs, allowing for a flexible yet structured approach to problem-solving. A comprehensive evaluation across six real-world scenarios demonstrates that Captain Agent significantly outperforms existing multi-agent methods with 21.94% improvement in average accuracy, providing outstanding performance without requiring task-specific prompt engineering. Our exploration of different backbone LLM and cost analysis further shows that Captain Agent can improve the conversation quality of weak LLM and achieve competitive performance with extremely low cost, which illuminates the application of multi-agent systems.",https://doi.org/10.48550/arxiv.2405.19425,OpenAlex,1.0,found,
LLM Agents Should Employ Security Principles,K Zhang; Z Su; PY Chen; E Bertino; X Zhang,2025.0,arXiv preprint arXiv …,"adoption will help secure agentic systems. To illustrate this  to provide safeguards  throughout an agent’s life-cycle. We  LLM agent protocols, we aim to promote trustworthy agent",https://arxiv.org/abs/2505.24019,https://arxiv.org/pdf/2505.24019?,3,"/scholar?cites=10754342589978314789&as_sdt=5,33&sciodt=0,33&hl=en",LLM Agents Should Employ Security Principles,"Large Language Model (LLM) agents show considerable promise for automating complex tasks using contextual reasoning; however, interactions involving multiple agents and the system's susceptibility to prompt injection and other forms of context manipulation introduce new vulnerabilities related to privacy leakage and system exploitation. This position paper argues that the well-established design principles in information security, which are commonly referred to as security principles, should be employed when deploying LLM agents at scale. Design principles such as defense-in-depth, least privilege, complete mediation, and psychological acceptability have helped guide the design of mechanisms for securing information systems over the last five decades, and we argue that their explicit and conscientious adoption will help secure agentic systems. To illustrate this approach, we introduce AgentSandbox, a conceptual framework embedding these security principles to provide safeguards throughout an agent's life-cycle. We evaluate with state-of-the-art LLMs along three dimensions: benign utility, attack utility, and attack success rate. AgentSandbox maintains high utility for its intended functions under both benign and adversarial evaluations while substantially mitigating privacy risks. By embedding secure design principles as foundational elements within emerging LLM agent protocols, we aim to promote trustworthy agent ecosystems aligned with user privacy expectations and evolving regulatory requirements.",https://doi.org/10.48550/arxiv.2505.24019,OpenAlex,1.0,found,
Agentgroupchat-v2: Divide-and-conquer is what llm-based multi-agent system need,Z Gu; X Zhu; Y Cai; H Shen; X Chen; Q Wang,2025.0,arXiv preprint arXiv …,Large language model based multi-agent systems  complexity and number of  agents increases. We introduces  dynamically selects heterogeneous LLM combinations and,https://arxiv.org/abs/2506.15451,https://arxiv.org/pdf/2506.15451,6,"/scholar?cites=12202761712841956807&as_sdt=5,33&sciodt=0,33&hl=en",Agentgroupchat-v2: Divide-and-conquer is what llm-based multi-agent system need,"Large language model based multi-agent systems have demonstrated significant potential in social simulation and complex task resolution domains. However, current frameworks face critical challenges in system architecture design, cross-domain generalizability, and performance guarantees, particularly as task complexity and number of agents increases. We introduces AgentGroupChat-V2, a novel framework addressing these challenges through three core innovations: (1) a divide-and-conquer fully parallel architecture that decomposes user queries into hierarchical task forest structures enabling dependency management and distributed concurrent processing. (2) an adaptive collaboration engine that dynamically selects heterogeneous LLM combinations and interaction modes based on task characteristics. (3) agent organization optimization strategies combining divide-and-conquer approaches for efficient problem decomposition. Extensive experiments demonstrate AgentGroupChat-V2's superior performance across diverse domains, achieving 91.50% accuracy on GSM8K (exceeding the best baseline by 5.6 percentage points), 30.4% accuracy on competition-level AIME (nearly doubling other methods), and 79.20% pass@1 on HumanEval. Performance advantages become increasingly pronounced with higher task difficulty, particularly on Level 5 MATH problems where improvements exceed 11 percentage points compared to state-of-the-art baselines. These results confirm that AgentGroupChat-V2 provides a comprehensive solution for building efficient, general-purpose LLM multi-agent systems with significant advantages in complex reasoning scenarios. Code is available at https://github.com/MikeGu721/AgentGroupChat-V2.",https://doi.org/10.48550/arxiv.2506.15451,OpenAlex,1.0,found,
Privacy in Action: Towards Realistic Privacy Mitigation and Evaluation for LLM-Powered Agents,S Wang; F Yu; X Liu; X Qin; J Zhang; Q Lin,2025.0,arXiv preprint arXiv …,"The increasing autonomy of LLM agents in handling sensitive  ’ privacy Q&A performance  and their agent behavior, existing  integrates seamlessly into agent protocols through three de",https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.925.pdf,https://aclanthology.org/anthology-files/pdf/findings/2025.findings-emnlp.925.pdf,12,"/scholar?cites=312274391396841502&as_sdt=5,33&sciodt=0,33&hl=en",Privacy in Action: Towards Realistic Privacy Mitigation and Evaluation for LLM-Powered Agents,"The increasing autonomy of LLM agents in handling sensitive communications, accelerated by Model Context Protocol (MCP) and Agent-to-Agent (A2A) frameworks, creates urgent privacy challenges. While recent work reveals significant gaps between LLMs'privacy Q&A performance and their agent behavior, existing benchmarks remain limited to static, simplified scenarios. We present PrivacyChecker, a model-agnostic, contextual integrity based mitigation approach that effectively reduces privacy leakage from 36.08% to 7.30% on DeepSeek-R1 and from 33.06% to 8.32% on GPT-4o, all while preserving task helpfulness. We also introduce PrivacyLens-Live, transforming static benchmarks into dynamic MCP and A2A environments that reveal substantially higher privacy risks in practical. Our modular mitigation approach integrates seamlessly into agent protocols through three deployment strategies, providing practical privacy protection for the emerging agentic ecosystem. Our data and code will be made available at https://aka.ms/privacy_in_action.",10.48550/arXiv.2509.17488,Semantic Scholar,1.0,found,
An evaluation mechanism of llm-based agents on manipulating apis,B Liu; Z Jianxiang; D Meng; H Lu,2024.0,Findings of the Association for …,"generic agents. Our findings can inspire future research in improving LLM-based agents and   Though the research community has made an effort to build up generic LLM-based agents,",https://aclanthology.org/2024.findings-emnlp.267/,https://aclanthology.org/2024.findings-emnlp.267.pdf,7,"/scholar?cites=759548934802468787&as_sdt=5,33&sciodt=0,33&hl=en",An evaluation mechanism of llm-based agents on manipulating apis,"LLM-based agents can greatly extend the abilities of LLMs and thus attract sharply increased studies.An ambitious vision -serving users by manipulating massive API-based tools -has been proposed and explored.However, we find a widely accepted evaluation mechanism for generic agents is still missing.This work aims to fill this gap.We decompose tool use capability into seven aspects and form a thorough evaluation schema.In addition, we design and release an instruction dataset and a toolsetthe two sides that the agents bridge betweenfollowing the principle of reflecting real-world challenges.Furthermore, we evaluate multiple generic agents.Our findings can inspire future research in improving LLM-based agents and rethink the philosophy of API design.",https://doi.org/10.18653/v1/2024.findings-emnlp.267,OpenAlex,1.0,found,
Evaluating Tool Selection and Usage Efficiency of LLM-based Agents in Domain-Specific Tasks: A Comparative Analysis,S Zhang; F Zhang; L Yan,2025.0,Journal of Computing Innovations and …,"Large language model-based agents demonstrate  methodology that quantifies agent  performance across multiple  , evaluating six distinct LLM architectures under controlled",https://ciajournal.com/index.php/jcia/article/view/36,https://ciajournal.com/index.php/jcia/article/download/36/35,10,"/scholar?cites=3769619196993667605&as_sdt=5,33&sciodt=0,33&hl=en",Evaluating Tool Selection and Usage Efficiency of LLM-based Agents in Domain-Specific Tasks: A Comparative Analysis,,,,,skipped,"query_arxiv: ReadTimeout: HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=30)"
Butterfly effects in toolchains: A comprehensive analysis of failed parameter filling in llm tool-agent systems,Q Xiong; Y Huang; Z Jiang; Z Chang,2025.0,arXiv preprint arXiv …,"of the Large Language Model (LLM), enabling it to  LLM’s parameter behavior, we can  provide effective suggestions for improving the reliability and effectiveness of the tool agent",https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.907.pdf,https://aclanthology.org/anthology-files/anthology-files/pdf/findings/2025.findings-emnlp.907.pdf,7,"/scholar?cites=9910607936490263565&as_sdt=5,33&sciodt=0,33&hl=en",Butterfly effects in toolchains: A comprehensive analysis of failed parameter filling in llm tool-agent systems,"The emergence of the tool agent paradigm has broadened the capability boundaries of the Large Language Model (LLM), enabling it to complete more complex tasks.However, the effectiveness of this paradigm is limited due to the issue of parameter failure during its execution.To explore this phenomenon and propose corresponding suggestions, we first construct a parameter failure taxonomy in this paper.We derive five failure categories from the invocation chain of a mainstream tool agent.Then, we explore the correlation between three different input sources and failure categories by applying 15 input perturbation methods to the input.Experimental results show that parameter name hallucination failure primarily stems from inherent LLM limitations, while issues with input sources mainly cause other failure patterns.To improve the reliability and effectiveness of tool-agent interactions, we propose corresponding improvement suggestions, including standardizing tool return formats, improving error feedback mechanisms, and ensuring parameter consistency.",https://doi.org/10.18653/v1/2025.findings-emnlp.907,OpenAlex,1.0,found,
Robogpt: an llm-based long-term decision-making embodied agent for instruction following tasks,Y Chen; W Cui; Y Chen; M Tan; X Zhang,2025.0,… on Cognitive and …,"These examples are then fed into the LLM to generate a static version of LLMPlanner. To  minimize the frequency of LLM calls, we provide LLM-Planner with an inequitable advantage",https://ieeexplore.ieee.org/abstract/document/10891883/,,20,"/scholar?cites=1036115156441702021&as_sdt=5,33&sciodt=0,33&hl=en",Robogpt: an llm-based long-term decision-making embodied agent for instruction following tasks,"Robotic agents are tasked with mastering common sense and making long-term sequential decisions to execute daily tasks based on natural language instructions. Recent advancements in large language models (LLMs) have catalyzed efforts for complex robotic planning. However, despite their superior generalization and comprehension capabilities, LLM task plans sometimes suffer from issues of accuracy and feasibility. To address these challenges, we propose RoboGPT,<xref ref-type=""fn"" rid=""fn1"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><sup>1</sup></xref><fn id=""fn1"" xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><label><sup>1</sup></label> For more details, please refer to our project page <uri>https://github.com/Cwb0106/RoboGPT</uri>. </fn> an embodied agent specifically designed to make long-term decisions for instruction following tasks. RoboGPT integrates three key modules: 1) RoboPlanner, an LLM-based planning module equipped with 67k embodied planning data, breaks down tasks into logical subgoals. We compile a new robotic dataset using a template feedback-based self-instruction method to fine-tune the Llama model. RoboPlanner with strong generalization can plan hundreds of instruction following tasks; 2) RoboSkill, customized for each subgoal to improve navigation and manipulation capabilities; and 3) Re-Plan, a module that dynamically adjusts the subgoals based on real-time environmental feedback. By utilizing the precise semantic map generated by RoboSkill, the target objects can be replaced by calculating the similarity between subgoals and the objects present in the environment. Experimental results demonstrate that RoboGPT exceeds the performance of other state-of-the-art (SOTA) methods, particularly LLM-based methods, in terms of task planning rationality for hundreds of unseen daily tasks and even tasks from other domains.",https://doi.org/10.1109/tcds.2025.3543364,OpenAlex,1.0,found,
"Simulating human society with large language model agents: City, social media, and economic system",C Gao; F Xu; X Chen; X Wang; X He; Y Li,2024.0,Companion Proceedings of …,"human society using Large Language Model (LLM)-driven agents, exploring their applications  in  The main topic of this tutorial is about using large language model agents to simulate",https://dl.acm.org/doi/abs/10.1145/3589335.3641253,https://dl.acm.org/doi/pdf/10.1145/3589335.3641253,20,"/scholar?cites=15922400265367531221&as_sdt=5,33&sciodt=0,33&hl=en","Simulating human society with large language model agents: City, social media, and economic system","This tutorial will delve into the fascinating realm of simulating human society using Large Language Model (LLM)-driven agents, exploring their applications in cities, social media, and economic systems. Through this tutorial, participants will gain insights into the integration of LLMs into human society simulation, providing a comprehensive understanding of how these models can accurately represent human interactions, decision-making processes, and societal dynamics from cities to social media and to economic systems. The tutorial will introduce the essential background, discuss the motivation and challenges, and elaborate on the recent advances.",https://doi.org/10.1145/3589335.3641253,OpenAlex,1.0,found,
An innovative solution to design problems: applying the chain-of-thought technique to integrate LLM-based agents with concept generation methods,S Ge; Y Sun; Y Cui; D Wei,2024.0,IEEE Access,"deep integration between LLM-based agents and concept  Using GPT-4 as a case study,  we designed two agents:  effects of collaboration groups (human-agent vs. human-human) and",https://ieeexplore.ieee.org/abstract/document/10747324/,https://ieeexplore.ieee.org/iel8/6287639/6514899/10747324.pdf,15,"/scholar?cites=17785434832556688003&as_sdt=5,33&sciodt=0,33&hl=en",An innovative solution to design problems: applying the chain-of-thought technique to integrate LLM-based agents with concept generation methods,"To enhance the application capabilities of large language models (LLMs) in conceptual design, this study explores how to achieve deep integration between LLM-based agents and concept generation methods using the chain-of-thought (CoT) technique and evaluates its feasibility. Using GPT-4 as a case study, we designed two agents: IntelliStorm (based on the unstructured brainstorming method) and EvoluTRIZ (based on the structured TRIZ method). Thirty participants were recruited, and through two experimental phases spaced one month apart, a comparative analysis of the effects of collaboration groups (human-agent vs. human-human) and concept generation methods (brainstorming vs. TRIZ) on participants’ physiological activation and creative thinking performance were conducted. The results show that the involvement of LLM-based agents can effectively reduce participants’ electrodermal activity(EDA) response levels, indicating a reduction in cognitive load. Moreover, participants maintained their distinct physiological patterns and performance advantages across different concept generation methods. For example, IntelliStorm, like brainstorming, evokes stronger responses to information stimuli, demonstrating superior thinking fluency; EvoluTRIZ, like the TRIZ, exhibits a higher frequency of information responses, showcasing enhanced thinking elaboration. However, originality tends to favor human-human collaboration. The findings confirm that integrating LLMs with traditional concept generation methods is an effective strategy made possible by combining CoT and retrieval-augmented generation (RAG) technologies. In the future, LLM-based agents are expected to achieve broader application in the design field by incorporating additional concept generation methods.",https://doi.org/10.1109/access.2024.3494054,OpenAlex,1.0,found,
Guardian: Safeguarding llm multi-agent collaborations with temporal graph modeling,J Zhou; L Wang; X Yang,2025.0,arXiv preprint arXiv:2505.19234,"To address the safety issues in LLM agents’ collaboration, we propose a temporal  attributed graph representation that captures interaction dynamics between agents and the",https://arxiv.org/abs/2505.19234,https://arxiv.org/pdf/2505.19234,17,"/scholar?cites=852169933459091600&as_sdt=5,33&sciodt=0,33&hl=en",Guardian: Safeguarding llm multi-agent collaborations with temporal graph modeling,"The emergence of large language models (LLMs) enables the development of intelligent agents capable of engaging in complex and multi-turn dialogues. However, multi-agent collaboration faces critical safety challenges, such as hallucination amplification and error injection and propagation. This paper presents GUARDIAN, a unified method for detecting and mitigating multiple safety concerns in GUARDing Intelligent Agent collaboratioNs. By modeling the multi-agent collaboration process as a discrete-time temporal attributed graph, GUARDIAN explicitly captures the propagation dynamics of hallucinations and errors. The unsupervised encoder-decoder architecture incorporating an incremental training paradigm learns to reconstruct node attributes and graph structures from latent embeddings, enabling the identification of anomalous nodes and edges with unparalleled precision. Moreover, we introduce a graph abstraction mechanism based on the Information Bottleneck Theory, which compresses temporal interaction graphs while preserving essential patterns. Extensive experiments demonstrate GUARDIAN's effectiveness in safeguarding LLM multi-agent collaborations against diverse safety vulnerabilities, achieving state-of-the-art accuracy with efficient resource utilization. The code is available at https://github.com/JialongZhou666/GUARDIAN",https://doi.org/10.48550/arxiv.2505.19234,OpenAlex,1.0,found,
Nli4volvis: Natural language interaction for volume visualization via llm multi-agents and editable 3d gaussian splatting,K Ai; K Tang; C Wang,2025.0,IEEE Transactions on Visualization and …,"and employs a vision-language model to generate TFs that align  LLM agents with  editable 3DGS. By incorporating open-vocabulary querying through a vision-language model,",https://ieeexplore.ieee.org/abstract/document/11264350/,https://academicweb.nd.edu/~cwang11/papers/vis25-nli4volvis.pdf,9,"/scholar?cites=4229021072604948028&as_sdt=5,33&sciodt=0,33&hl=en",Nli4volvis: Natural language interaction for volume visualization via llm multi-agents and editable 3d gaussian splatting,"Traditional volume visualization (VolVis) methods, like direct volume rendering, suffer from rigid transfer function designs and high computational costs. Although novel view synthesis approaches enhance rendering efficiency, they require additional learning effort for non-experts and lack support for semantic-level interaction. To bridge this gap, we propose NLI4VolVis, an interactive system that enables users to explore, query, and edit volumetric scenes using natural language. NLI4VolVis integrates multi-view semantic segmentation and vision-language models to extract and understand semantic components in a scene. We introduce a multi-agent large language model architecture equipped with extensive function-calling tools to interpret user intents and execute visualization tasks. The agents leverage external tools and declarative VolVis commands to interact with the VolVis engine powered by 3D editable Gaussians, enabling open-vocabulary object querying, real-time scene editing, best-view selection, and 2D stylization. We validate our system through case studies and a user study, highlighting its improved accessibility and usability in volumetric data exploration. We strongly recommend readers check out our case studies, demo video, and source code at https://nli4volvis.github.io/.",https://doi.org/10.1109/tvcg.2025.3633888,OpenAlex,1.0,found,
Accelerating earth science discovery via multi-agent LLM systems,D Pantiukhin; B Shapkin; I Kuznetsov,2025.0,Frontiers in Artificial …,This Perspective explores the transformative potential of multi-agent systems (MAS)  powered by Large Language Models (LLMs) in the geosciences. Users of geoscientific data,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1674927/full,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1674927/pdf,17,"/scholar?cites=6881276473901240728&as_sdt=5,33&sciodt=0,33&hl=en",Accelerating earth science discovery via multi-agent LLM systems,"This Perspective explores the transformative potential of multi-agent systems (MAS) powered by Large Language Models (LLMs) in the geosciences. Users of geoscientific data repositories face challenges due to the complexity and diversity of data formats, inconsistent metadata practices, and a considerable number of unprocessed datasets. MAS possesses transformative potential for improving scientists' interaction with geoscientific data by enabling intelligent data processing, natural language interfaces, and collaborative problem-solving capabilities. We illustrate this approach with ""PANGAEA GPT,"" a specialized MAS pipeline integrated with the diverse PANGAEA database for Earth & Environmental Science, demonstrating how MAS-driven workflows can effectively manage complex datasets and accelerate scientific discovery. We discuss how MAS can address current data challenges in geosciences, highlight advancements in other scientific fields, and propose future directions for integrating MAS into geoscientific data processing pipelines. In this Perspective, we show how MAS can fundamentally improve data accessibility, promote cross-disciplinary collaboration, and accelerate geoscientific discoveries.",https://doi.org/10.3389/frai.2025.1674927,OpenAlex,1.0,found,
Balrog: Benchmarking agentic llm and vlm reasoning on games,D Paglieri; B Cupiał; S Coward; U Piterbarg,2024.0,arXiv preprint arXiv …,We conceptualize the agent as a combination of the underlying LLM/VLM model and a  particular prompting strategy. We provide a unified client wrapper that seamlessly integrates APIs,https://arxiv.org/abs/2411.13543,https://arxiv.org/pdf/2411.13543,94,"/scholar?cites=10743365017628767106&as_sdt=5,33&sciodt=0,33&hl=en",Balrog: Benchmarking agentic llm and vlm reasoning on games,"Large Language Models (LLMs) and Vision Language Models (VLMs) possess extensive knowledge and exhibit promising reasoning abilities, however, they still struggle to perform well in complex, dynamic environments. Real-world tasks require handling intricate interactions, advanced spatial reasoning, long-term planning, and continuous exploration of new strategies-areas in which we lack effective methodologies for comprehensively evaluating these capabilities. To address this gap, we introduce BALROG, a novel benchmark designed to assess the agentic capabilities of LLMs and VLMs through a diverse set of challenging games. Our benchmark incorporates a range of existing reinforcement learning environments with varying levels of difficulty, including tasks that are solvable by non-expert humans in seconds to extremely challenging ones that may take years to master (e.g., the NetHack Learning Environment). We devise fine-grained metrics to measure performance and conduct an extensive evaluation of several popular open-source and closed-source LLMs and VLMs. Our findings indicate that while current models achieve partial success in the easier games, they struggle significantly with more challenging tasks. Notably, we observe severe deficiencies in vision-based decision-making, as several models perform worse when visual representations of the environments are provided. We release BALROG as an open and user-friendly benchmark to facilitate future research and development in the agentic community. Code and Leaderboard at balrogai.com.",https://doi.org/10.48550/arxiv.2411.13543,OpenAlex,1.0,found,
Srap-agent: Simulating and optimizing scarce resource allocation policy with llm-based agent,J Ji; Y Li; H Liu; Z Du; Z Wei; Q Qi,2024.0,Findings of the …,"In this section, we present SRAP-Agent, a novel large language model (LLM) agent-based  simulation framework designed for examining the impact of economic policies on public",https://aclanthology.org/2024.findings-emnlp.15/,https://aclanthology.org/2024.findings-emnlp.15.pdf,12,"/scholar?cites=14143982729466486820&as_sdt=5,33&sciodt=0,33&hl=en",Srap-agent: Simulating and optimizing scarce resource allocation policy with llm-based agent,"Public scarce resource allocation plays a crucial role in economics as it directly influences the efficiency and equity in society.Traditional studies including theoretical model-based, empirical study-based and simulation-based methods encounter limitations due to the idealized assumption of complete information and individual rationality, as well as constraints posed by limited available data.In this work, we propose an innovative framework, SRAP-Agent (Simulating and Optimizing Scarce Resource Allocation Policy with LLM-based Agent), which integrates Large Language Models (LLMs) into economic simulations, aiming to bridge the gap between theoretical models and real-world dynamics.Using public housing allocation scenarios as a case study, we conduct extensive policy simulation experiments to verify the feasibility and effectiveness of the SRAP-Agent and employ the Policy Optimization Algorithm with certain optimization objectives.The source code can be found in https://github.com/ jijiarui-cather/SRAPAgent_Framework.",https://doi.org/10.18653/v1/2024.findings-emnlp.15,OpenAlex,1.0,found,
Agentbank: Towards generalized llm agents via fine-tuning on 50000+ interaction trajectories,Y Song; W Xiong; X Zhao; D Zhu; W Wu,2024.0,Findings of the …,"3.1 Agent Task Formulation Given an agent task described by the instruction u, an LLM  agent generates an action a1 based on its policy. Next, an environment receives the action,",https://aclanthology.org/2024.findings-emnlp.116/,https://aclanthology.org/2024.findings-emnlp.116.pdf,40,"/scholar?cites=298669497489984819&as_sdt=5,33&sciodt=0,33&hl=en",Agentbank: Towards generalized llm agents via fine-tuning on 50000+ interaction trajectories,,,,,skipped,query_arxiv: HTTPError: 429 Client Error: Unknown Error for url: https://export.arxiv.org/api/query?search_query=ti%3A%22Agentbank%3A+Towards+generalized+llm+agents+via+fine-tuning+on+50000%2B+interaction+trajectories%22&start=0&max_results=5
